date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:27	201780/201780	---M-Z	200	added ('OK')	text/css	date:Wed,%2010%20Apr%202024%2013:03:26%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1712250249111-GP0H9WETKQK80BUL042M/static.css	C:/Users/grego/Downloads/argmedia/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1712250249111-GP0H9WETKQK80BUL042M/static.css	(from https://www.aegmedia.co.uk/)
15:03:31	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2010%20Apr%202024%2013:03:27%20GMT	https://www.aegmedia.co.uk/cart	C:/Users/grego/Downloads/argmedia/www.aegmedia.co.uk/cart.e.delayed	(from https://www.aegmedia.co.uk/)
15:03:31	118434/118434	---M-Z	200	added ('OK')	text/html	etag:W/%22790aa2587c51d39e9b684503a7e9d918--gzip%22	https://www.aegmedia.co.uk/services	C:/Users/grego/Downloads/argmedia/www.aegmedia.co.uk/services.html	(from https://www.aegmedia.co.uk/)
15:03:33	105548/105548	---M-Z	200	added ('OK')	text/html	etag:W/%22552ed03863ab6b14c74cff1b54ba63d1--gzip%22	https://www.aegmedia.co.uk/contact	C:/Users/grego/Downloads/argmedia/www.aegmedia.co.uk/contact.html	(from https://www.aegmedia.co.uk/)
15:03:36	651355/651355	---M-Z	200	added ('OK')	text/javascript	etag:%22d9f2e8fba9a1ce4533b73f6f86254463%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-928724fe03103d51171e-min.en-US.js	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/scripts-compressed/common-vendors-928724fe03103d51171e-min.en-US.js	(from https://www.aegmedia.co.uk/)
15:03:45	322106/322106	---M--	200	added ('OK')	image/png	etag:COzz2dqkpoMDEAE=	https://images.squarespace-cdn.com/content/6580d99a0ece6c4572a3de2e/9bc6e9ab-68b6-4555-90ac-00f9d9888386/image0+%282%29.png?format=1500w&content-type=image%2Fpng	C:/Users/grego/Downloads/argmedia/images.squarespace-cdn.com/content/6580d99a0ece6c4572a3de2e/9bc6e9ab-68b6-4555-90ac-00f9d9888386/image0+(2)2acd.png	(from https://www.aegmedia.co.uk/)
15:03:47	86456/86456	---M-Z	200	added ('OK')	text/html	etag:W/%22bc5755e7a35b8a9b476dac3a36413c0c%22	https://www.aegmedia.co.uk/about	C:/Users/grego/Downloads/argmedia/www.aegmedia.co.uk/about.html	(from https://www.aegmedia.co.uk/)
15:03:50	14391/14391	---M--	200	added ('OK')	image/jpeg	etag:CN3Y5sv1rYMDEAE=	https://images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/ac8e52ae-7b23-4c8c-b3c4-8527017360a0/IMG_6694.jpg	C:/Users/grego/Downloads/argmedia/images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/ac8e52ae-7b23-4c8c-b3c4-8527017360a0/IMG_6694.jpg	(from https://www.aegmedia.co.uk/)
15:04:23	322106/322106	---M--	200	added ('OK')	image/png	etag:COzz2dqkpoMDEAE=	http://images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/9bc6e9ab-68b6-4555-90ac-00f9d9888386/image0+(2).png?format=1500w	C:/Users/grego/Downloads/argmedia/images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/9bc6e9ab-68b6-4555-90ac-00f9d9888386/image0+(2)26f7.png	(from https://www.aegmedia.co.uk/)
15:04:24	208684/208684	---M--	200	added ('OK')	image/png	etag:CNen8KGUqYMDEAE=	https://images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/81907dbf-f67e-4fe2-8d10-e1d4750c8aaf/Untitled_Artwork+(2).png	C:/Users/grego/Downloads/argmedia/images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/81907dbf-f67e-4fe2-8d10-e1d4750c8aaf/Untitled_Artwork+(2).png	(from https://www.aegmedia.co.uk/)
15:04:29	180735/180735	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Apr%202024%2013:04:22%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.31e4754f5aa3696497094ed1d16acdeb.js	C:/Users/grego/Downloads/argmedia/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.31e4754f5aa3696497094ed1d16acdeb.js	(from https://www.aegmedia.co.uk/)
15:04:30	1636951/1636951	---M-Z	200	added ('OK')	text/javascript	etag:%22710044b1d782b912800f8f367da4635a%22	http://assets.squarespace.com/universal/scripts-compressed/common-d5f0633e2f4b804ef7d5-min.en-US.js	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/scripts-compressed/common-d5f0633e2f4b804ef7d5-min.en-US.js	(from https://www.aegmedia.co.uk/)
15:04:32	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:32	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:32	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:33	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:33	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:33	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:33	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:34	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:34	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:34	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:35	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:35	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:36	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:36	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:37	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:37	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:37	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2013%20May%207512%2013:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/grego/Downloads/argmedia/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.27.delayed	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:38	2572613/2572613	---M--	200	added ('OK')	image/png	etag:CNm114i3poMDEAE=	https://images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/938512f9-2eef-4097-8a33-73a92538ce02/Untitled_Artwork+(1).png	C:/Users/grego/Downloads/argmedia/images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/938512f9-2eef-4097-8a33-73a92538ce02/Untitled_Artwork+(1).png	(from https://www.aegmedia.co.uk/)
15:04:38	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:38	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2013%20May%207512%2013:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/grego/Downloads/argmedia/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:38	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:38	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2013%20May%207512%2013:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/grego/Downloads/argmedia/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:39	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:39	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2013%20May%207512%2013:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/grego/Downloads/argmedia/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:39	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:39	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2013%20May%207512%2013:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/grego/Downloads/argmedia/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:39	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:40	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:40	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:40	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6580d99a0ece6c4572a3de2e/10/5c5a519771c10ba3470d8101/6580d99a0ece6c4572a3de4f/1514/site.css)
15:04:40	0/-1	---M--	302	error ('')			https://www.aegmedia.co.uk/cart	C:/Users/grego/Downloads/argmedia/www.aegmedia.co.uk/cart.34.delayed	(from https://www.aegmedia.co.uk/services)
15:04:41	0/-1	---M--	302	error ('')			https://www.aegmedia.co.uk/cart	C:/Users/grego/Downloads/argmedia/www.aegmedia.co.uk/cart.36.delayed	(from https://www.aegmedia.co.uk/contact)
15:04:42	0/-1	---M--	302	error ('')			https://www.aegmedia.co.uk/cart	C:/Users/grego/Downloads/argmedia/www.aegmedia.co.uk/cart.39.delayed	(from https://www.aegmedia.co.uk/about)
15:04:43	44230/44230	---M-Z	200	added ('OK')	text/javascript	etag:%2212232884267ae5c25da827a163136285%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-f37f8db1c58e1d634534-min.en-US.js	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-f37f8db1c58e1d634534-min.en-US.js	(from https://www.aegmedia.co.uk/about)
15:05:07	208684/208684	---M--	200	added ('OK')	image/png	etag:CP6ygY7brYMDEAE=	https://images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/ed6b6880-b95c-45cb-8c90-92d9e874d8bd/Untitled_Artwork+(2).png	C:/Users/grego/Downloads/argmedia/images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/ed6b6880-b95c-45cb-8c90-92d9e874d8bd/Untitled_Artwork+(2).png	(from https://www.aegmedia.co.uk/about)
15:05:29	1636934/1636934	---M-Z	200	added ('OK')	text/javascript	etag:%2297ce5e60ce01496bc8d842a75c413d9b%22	http://assets.squarespace.com/universal/scripts-compressed/common-bce2df89407b7257227e-min.en-US.js	C:/Users/grego/Downloads/argmedia/assets.squarespace.com/universal/scripts-compressed/common-bce2df89407b7257227e-min.en-US.js	(from https://www.aegmedia.co.uk/about)
15:05:29	2572613/2572613	---M--	200	added ('OK')	image/png	etag:CKrA0b2WqYMDEAE=	https://images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/ddf04ccf-a1bc-4e4f-a07c-4930ff9c7a1e/Untitled_Artwork+(1).png	C:/Users/grego/Downloads/argmedia/images.squarespace-cdn.com/content/v1/6580d99a0ece6c4572a3de2e/ddf04ccf-a1bc-4e4f-a07c-4930ff9c7a1e/Untitled_Artwork+(1).png	(from https://www.aegmedia.co.uk/services)
